Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	4029570	4030289	-	FAFAHP_17280		Cellulase	SO:0001217, UniParc:UPI0003A9A12B, UniRef:UniRef100_A0A8D6VJJ3, UniRef:UniRef50_W4SBZ7, UniRef:UniRef90_A0A8D6VJJ3
cluster_001_consensus	cds	4030859	4031596	+	FAFAHP_17285	degV	DegV family protein	SO:0001217, UniParc:UPI0002EE9458, UniRef:UniRef100_W4SE00, UniRef:UniRef50_W4SE00, UniRef:UniRef90_W4SE00
cluster_001_consensus	cds	4031596	4031799	+	FAFAHP_17290		NAD-binding-2 domain-containing protein	SO:0001217, UniParc:UPI0003E07EBD, UniRef:UniRef100_W4SD46, UniRef:UniRef50_A0A8D6VIN8, UniRef:UniRef90_A0A8D6VIN8
cluster_001_consensus	cds	4032922	4034502	-	FAFAHP_17295		PepX-C domain-containing protein	RefSeq:WP_039510791.1, SO:0001217, UniParc:UPI0003E06DEE, UniRef:UniRef100_A0A5P3KN40, UniRef:UniRef50_A0A1M4JET5, UniRef:UniRef90_A0A1C3NFY0
cluster_001_consensus	cds	4034966	4035940	-	FAFAHP_17300	thiL	thiamine-phosphate kinase	COG:COG0611, COG:H, RefSeq:WP_043087580.1, SO:0001217, UniParc:UPI000461E91A, UniRef:UniRef100_A0A5P3KNI7, UniRef:UniRef50_A0A522RXI9, UniRef:UniRef90_A0A0U5F8L5
cluster_001_consensus	cds	4036051	4036530	-	FAFAHP_17305	nusB	transcription antitermination factor NusB	COG:COG0781, COG:K, GO:0003723, GO:0006353, GO:0006355, GO:0031564, KEGG:K03625, RefSeq:WP_016902286.1, SO:0001217, UniParc:UPI0002DBE2C4, UniRef:UniRef100_A0A0E3YPS0, UniRef:UniRef50_B4SJC1, UniRef:UniRef90_Q3BXH9
cluster_001_consensus	cds	4036527	4036991	-	FAFAHP_17310	ribH	6,7-dimethyl-8-ribityllumazine synthase	COG:COG0054, COG:H, EC:2.5.1.78, GO:0000906, GO:0009231, GO:0009349, RefSeq:WP_016902285.1, SO:0001217, UniParc:UPI0002E3E9B4, UniRef:UniRef100_A0A8E4GCZ3, UniRef:UniRef50_B2FNL3, UniRef:UniRef90_Q8PPD6
cluster_001_consensus	cds	4037291	4038430	-	FAFAHP_17315	ribBA	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	RefSeq:WP_016902284.1, SO:0001217, UniParc:UPI00031D27E9, UniRef:UniRef100_A0A8E4H2Q2, UniRef:UniRef50_A0A1J1EFU1, UniRef:UniRef90_A0A0U5FAC1
cluster_001_consensus	cds	4038427	4039029	-	FAFAHP_17320	ribE	riboflavin synthase	COG:COG0307, COG:H, RefSeq:WP_039512445.1, SO:0001217, UniParc:UPI0003E0710C, UniRef:UniRef100_W4SM64, UniRef:UniRef50_Q8EBP1, UniRef:UniRef90_A0A0A6TL26
cluster_001_consensus	ncRNA-region	4039192	4039370	-			FMN riboswitch (RFN element)	RFAM:RF00050, SO:0000035
cluster_001_consensus	cds	4039589	4040212	+	FAFAHP_17325		OMP-b-brl domain-containing protein	RefSeq:WP_039512448.1, SO:0001217, UniParc:UPI0003E07D02, UniRef:UniRef100_W4SM09, UniRef:UniRef50_A0A023Y7I2, UniRef:UniRef90_A0A0G8VDG1
cluster_001_consensus	cds	4040308	4041402	-	FAFAHP_17330	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	COG:COG1985, COG:H, RefSeq:WP_039512450.1, SO:0001217, UniParc:UPI0003E06EBC, UniRef:UniRef100_W4SNS1, UniRef:UniRef50_D2UG06, UniRef:UniRef90_A0A0U5BPL8
cluster_001_consensus	cds	4041399	4041875	-	FAFAHP_17335		N-acetyltransferase domain-containing protein	SO:0001217, UniParc:UPI0003E07397, UniRef:UniRef100_W4SN38, UniRef:UniRef50_A0A126NL86, UniRef:UniRef90_W4SN38
cluster_001_consensus	cds	4041881	4042405	-	FAFAHP_17340	nrdR	transcriptional regulator NrdR	COG:COG1327, COG:K, GO:0003677, GO:0005524, GO:0008270, GO:0045892, RefSeq:WP_006453216.1, SO:0001217, UniParc:UPI0001FD703B, UniRef:UniRef100_A0A7W9A777, UniRef:UniRef50_Q4K592, UniRef:UniRef90_Q8PPE2
cluster_001_consensus	cds	4042507	4043760	-	FAFAHP_17345	glyA	Serine hydroxymethyltransferase	COG:COG0112, COG:E, EC:2.1.2.1, GO:0004372, GO:0005737, GO:0019264, GO:0030170, GO:0035999, RefSeq:WP_039512456.1, SO:0001217, UniParc:UPI0003A3D141, UniRef:UniRef100_W4SM58, UniRef:UniRef50_P24531, UniRef:UniRef90_Q8PPE3
cluster_001_consensus	cds	4043946	4044464	-	FAFAHP_17350	rcnB	RcnB family protein	RefSeq:WP_039512459.1, SO:0001217, UniParc:UPI0003E06795, UniRef:UniRef100_W4SM05, UniRef:UniRef50_A0A0J6G2A3, UniRef:UniRef90_A0A0E3YPS4
cluster_001_consensus	cds	4044691	4046352	+	FAFAHP_17355	ettA	energy-dependent translational throttle protein EttA	COG:COG0488, COG:R, RefSeq:WP_039512462.1, SO:0001217, UniParc:UPI0003E0835B, UniRef:UniRef100_W4SNR6, UniRef:UniRef50_A0A0H2VFI8, UniRef:UniRef90_A0A0R0DB65
cluster_001_consensus	cds	4046413	4046928	-	FAFAHP_17360	def	peptide deformylase	COG:COG0242, COG:J, EC:3.5.1.88, GO:0006412, GO:0018206, GO:0031365, GO:0042586, GO:0043686, GO:0046872, RefSeq:WP_039512465.1, SO:0001217, UniParc:UPI0003E0780D, UniRef:UniRef100_W4SN33, UniRef:UniRef50_Q8PCN7, UniRef:UniRef90_Q8PCN7
cluster_001_consensus	cds	4047152	4047574	-	FAFAHP_17365	arsC	arsenate reductase (glutaredoxin)	RefSeq:WP_039512466.1, SO:0001217, UniParc:UPI0003E07BEF, UniRef:UniRef100_W4SMM0, UniRef:UniRef50_Q92R44, UniRef:UniRef90_A0A2S7C850
cluster_001_consensus	cds	4047623	4048009	+	FAFAHP_17370		Secreted protein	RefSeq:WP_039512468.1, SO:0001217, UniParc:UPI0003AA6FB7, UniRef:UniRef100_W4SM53, UniRef:UniRef50_A0A1Y6H9W1, UniRef:UniRef90_A0A0E3UEU6
cluster_001_consensus	cds	4048002	4048253	+	FAFAHP_17375		Phosphate ABC transporter substrate-binding protein	SO:0001217, UniParc:UPI0003E06759, UniRef:UniRef100_W4SM00, UniRef:UniRef50_W4SM00, UniRef:UniRef90_W4SM00
cluster_001_consensus	cds	4048428	4049660	+	FAFAHP_17380		PA domain-containing protein	SO:0001217, UniRef:UniRef50_W4SNR1, UniRef:UniRef90_W4SNR1
cluster_001_consensus	cds	4049810	4051006	-	FAFAHP_17385	pncB	nicotinate phosphoribosyltransferase	EC:6.3.4.21, GO:0004516, GO:0005829, GO:0034355, RefSeq:WP_039512471.1, SO:0001217, UniParc:UPI0003E07510, UniRef:UniRef100_W4SN26, UniRef:UniRef50_Q8Y0L2, UniRef:UniRef90_Q3BPD5
cluster_001_consensus	cds	4051163	4052131	-	FAFAHP_17390		Glycosidase-like protein	RefSeq:WP_039512473.1, SO:0001217, UniParc:UPI0003A1F44A, UniRef:UniRef100_A0A5P3KQI7, UniRef:UniRef50_B0RVF0, UniRef:UniRef90_Q8PGU4
cluster_001_consensus	cds	4052113	4053501	-	FAFAHP_17395		Integral membrane protein	SO:0001217, UniParc:UPI000F896CA9, UniRef:UniRef100_A0A5P3KNZ4, UniRef:UniRef50_A0A0H2XCL0, UniRef:UniRef90_A0A2S7C874
cluster_001_consensus	cds	4053449	4055356	-	FAFAHP_17400		Biofilm-related glycosyltransferase	RefSeq:WP_024939104.1, SO:0001217, UniParc:UPI00039C2D0E, UniRef:UniRef100_A0A5P3KRJ8, UniRef:UniRef50_B0RVF2, UniRef:UniRef90_B0RVF2
cluster_001_consensus	cds	4055370	4056392	-	FAFAHP_17405		Secreted protein	RefSeq:WP_224096708.1, SO:0001217, UniParc:UPI001CC37417, UniRef:UniRef100_UPI001CC37417, UniRef:UniRef50_A0A1L5QVX6, UniRef:UniRef90_A0A2S7AJC6
cluster_001_consensus	cds	4056522	4057361	-	FAFAHP_17410	wcaE	Glycosyltransferase, GT2 family	COG:COG1216, COG:G, RefSeq:WP_039512485.1, SO:0001217, UniParc:UPI0003E06576, UniRef:UniRef100_A0A5P3KP76, UniRef:UniRef50_A0A1T4RVR7, UniRef:UniRef90_A0A7W9E966
cluster_001_consensus	cds	4057718	4058878	+	FAFAHP_17415		Aminoglycoside phosphotransferase	RefSeq:WP_039512481.1, SO:0001217, UniParc:UPI0003E08584, UniRef:UniRef100_A0A5P3KN18, UniRef:UniRef50_A0A5E6SRH2, UniRef:UniRef90_A0A2S7C846
cluster_001_consensus	cds	4058911	4061076	+	FAFAHP_17420	fhuE	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	COG:COG4773, COG:P, RefSeq:WP_043087578.1, SO:0001217, UniParc:UPI0004616A6A, UniRef:UniRef100_A0A5P3KNG5, UniRef:UniRef50_H8FLS8, UniRef:UniRef90_H8FLS8
cluster_001_consensus	cds	4061276	4061851	+	FAFAHP_17425	pnuC	nicotinamide riboside transporter PnuC	KEGG:K03811, RefSeq:WP_039512483.1, SO:0001217, UniParc:UPI0003A7DDF1, UniRef:UniRef100_W4SHG6, UniRef:UniRef50_A0A0E3UEV1, UniRef:UniRef90_A0A0E3UEV1
cluster_001_consensus	cds	4061957	4062685	+	FAFAHP_17430	mngR	DNA-binding transcriptional regulator, GntR family	COG:COG2188, COG:K, RefSeq:WP_016901893.1, SO:0001217, UniParc:UPI0002DCAB6D, UniRef:UniRef100_A0A2N7V1F1, UniRef:UniRef50_A0A0U5FHY6, UniRef:UniRef90_A0A0U5FHY6
cluster_001_consensus	cds	4063199	4064038	-	FAFAHP_17435	wcaE	Glycosyltransferase, GT2 family	COG:COG1216, COG:G, RefSeq:WP_043087577.1, SO:0001217, UniParc:UPI0003E065E1, UniRef:UniRef100_A0A5P3KN87, UniRef:UniRef50_A0A1H1EMZ6, UniRef:UniRef90_A0A0H2XCJ7
cluster_001_consensus	cds	4064035	4066347	-	FAFAHP_17440	gspD	type II secretion system secretin GspD	COG:COG1450, COG:U, SO:0001217, UniParc:UPI0003E07825, UniRef:UniRef100_A0A5P3KN72, UniRef:UniRef50_P29041, UniRef:UniRef90_A0A5C2EZ59
cluster_001_consensus	cds	4066356	4067147	-	FAFAHP_17445		General secretion pathway protein N	RefSeq:WP_039510363.1, SO:0001217, UniParc:UPI0003E08353, UniRef:UniRef100_A0A2N7V1L6, UniRef:UniRef50_P29040, UniRef:UniRef90_G7TGD8
cluster_001_consensus	cds	4067137	4067790	-	FAFAHP_17450	gspM	type II secretion system protein GspM	RefSeq:WP_039510366.1, SO:0001217, UniParc:UPI0003E06FE3, UniRef:UniRef100_A0A7U7HIR7, UniRef:UniRef50_P29039, UniRef:UniRef90_A0A1Y6HAY0
cluster_001_consensus	cds	4067774	4068895	-	FAFAHP_17455	pefL	Type II secretion system protein L	COG:COG3166, COG:NW, GO:0005886, GO:0015031, GO:0043107, GO:0043683, RefSeq:WP_039510368.1, SO:0001217, UniParc:UPI0003E06A8F, UniRef:UniRef100_W4SMI1, UniRef:UniRef50_P34027, UniRef:UniRef90_P34027
cluster_001_consensus	cds	4068892	4069743	-	FAFAHP_17460	pulK	Type II secretory pathway, component PulK	COG:COG3156, COG:U, RefSeq:WP_016901924.1, SO:0001217, UniParc:UPI0003154A25, UniRef:UniRef100_A0A2S6YX21, UniRef:UniRef50_P34026, UniRef:UniRef90_Q3BPC0
cluster_001_consensus	cds	4069740	4070375	-	FAFAHP_17465		type II secretion system protein J	RefSeq:WP_039510370.1, SO:0001217, UniParc:UPI0004615141, UniRef:UniRef100_A0A5P3KN07, UniRef:UniRef50_A0A8D6VHY1, UniRef:UniRef90_A0A8D6VHY1
cluster_001_consensus	cds	4070372	4070788	-	FAFAHP_17470		General secretion pathway protein I	RefSeq:WP_039510372.1, SO:0001217, UniParc:UPI0003A93DA2, UniRef:UniRef100_A0A8E4EJB5, UniRef:UniRef50_P31738, UniRef:UniRef90_A0A383SQE0
cluster_001_consensus	cds	4070785	4071294	-	FAFAHP_17475	gspH	Type IV pilus assembly protein FimT	COG:COG4970, COG:NW, RefSeq:WP_039510374.1, SO:0001217, UniParc:UPI000461C14A, UniRef:UniRef100_A0A7U7HK00, UniRef:UniRef50_P31736, UniRef:UniRef90_F0C4J0
cluster_001_consensus	cds	4071305	4071736	-	FAFAHP_17480	gspG	type II secretion system major pseudopilin GspG	COG:COG2165, COG:NUW, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_016901930.1, SO:0001217, UniParc:UPI000369DB09, UniRef:UniRef100_W4SMH4, UniRef:UniRef50_P31734, UniRef:UniRef90_P31734
cluster_001_consensus	cds	4071860	4073077	-	FAFAHP_17485	xpsF	Type II secretion system protein F	COG:COG1459, COG:NUW, GO:0005886, GO:0015628, GO:0046872, RefSeq:WP_039510376.1, SO:0001217, UniParc:UPI0003A920B0, UniRef:UniRef100_A0A855NL86, UniRef:UniRef50_P31744, UniRef:UniRef90_P31744
cluster_001_consensus	cds	4073253	4074980	-	FAFAHP_17490	gspE	type II secretion system ATPase GspE	EC:7.4.2.8, GO:0005524, GO:0005886, GO:0008564, GO:0015627, GO:0015628, GO:0042802, RefSeq:WP_039510378.1, SO:0001217, UniParc:UPI0004612F2C, UniRef:UniRef100_UPI0004612F2C, UniRef:UniRef50_P31742, UniRef:UniRef90_P31742
cluster_001_consensus	cds	4075110	4076993	-	FAFAHP_17495		Protease	RefSeq:WP_039510380.1, SO:0001217, UniParc:UPI0003E06679, UniRef:UniRef100_W4SLB8, UniRef:UniRef50_A0A0Q8FA93, UniRef:UniRef90_A0A6V7EJ88
cluster_001_consensus	cds	4077215	4084009	-	FAFAHP_17500		Trimeric autotransporter adhesin	RefSeq:WP_069686651.1, SO:0001217, UniParc:UPI00084E6F06, UniRef:UniRef100_A0A5P3KNX4, UniRef:UniRef50_A0A5P3KNX4, UniRef:UniRef90_A0A5P3KNX4
cluster_001_consensus	cds	4084553	4086433	-	FAFAHP_17505		Serine protease	RefSeq:WP_172641742.1, SO:0001217, UniParc:UPI0003E06FB6, UniRef:UniRef100_A0A8E4EJA2, UniRef:UniRef50_A0A7G9KSF1, UniRef:UniRef90_A0A7W9A7R2
cluster_001_consensus	cds	4086517	4090353	-	FAFAHP_17510		Adhesin	SO:0001217, UniParc:UPI0003E072B6, UniRef:UniRef100_A0A5P3KRH8, UniRef:UniRef50_A0A6C1YPZ6, UniRef:UniRef90_A0A7X9UTQ1
cluster_001_consensus	cds	4091233	4095279	-	FAFAHP_17515	purL	phosphoribosylformylglycinamidine synthase	COG:COG0047, COG:F, EC:6.3.5.3, KEGG:K01952, RefSeq:WP_126750557.1, SO:0001217, UniParc:UPI000F896E91, UniRef:UniRef100_A0A5P3KP53, UniRef:UniRef50_Q9PDF6, UniRef:UniRef90_A0A0M1KKX2
cluster_001_consensus	cds	4095673	4096473	-	FAFAHP_17520	dsbC	Protein thiol-disulfide isomerase DsbC	COG:COG1651, COG:O, RefSeq:WP_039516220.1, SO:0001217, UniParc:UPI0003E06B8B, UniRef:UniRef100_W4SLQ3, UniRef:UniRef50_Q9PDF5, UniRef:UniRef90_Q5H4M6
cluster_001_consensus	cds	4096610	4097674	-	FAFAHP_17525	xerD	site-specific tyrosine recombinase XerD	COG:COG4974, COG:L, SO:0001217, UniRef:UniRef50_Q9PDF4, UniRef:UniRef90_F0BI26
cluster_001_consensus	cds	4097769	4098230	+	FAFAHP_17530		RDD domain-containing protein	RefSeq:WP_016902883.1, SO:0001217, UniParc:UPI0002F55DA2, UniRef:UniRef100_A0A8E4EJX6, UniRef:UniRef50_G7UVR8, UniRef:UniRef90_F0C037
cluster_001_consensus	cds	4098385	4099491	-	FAFAHP_17535	lptG	LPS export ABC transporter permease LptG	COG:COG0795, COG:MN, RefSeq:WP_024939127.1, SO:0001217, UniParc:UPI0004618215, UniRef:UniRef100_A0A0E3YP07, UniRef:UniRef50_G7UVR7, UniRef:UniRef90_V7ZHI4
cluster_001_consensus	cds	4099488	4100570	-	FAFAHP_17540	lptF	LPS export ABC transporter permease LptF	KEGG:K07091, RefSeq:WP_039516221.1, SO:0001217, UniParc:UPI0003E066F4, UniRef:UniRef100_W4SNH6, UniRef:UniRef50_A0A2M9E4P9, UniRef:UniRef90_A0A0U5FPX8
cluster_001_consensus	cds	4100678	4102159	+	FAFAHP_17545	pepA	leucyl aminopeptidase	COG:COG0260, COG:E, EC:3.4.11.1, GO:0005737, GO:0006508, GO:0030145, GO:0070006, RefSeq:WP_016902886.1, SO:0001217, UniParc:UPI0002E954E2, UniRef:UniRef100_A0A5P3KN47, UniRef:UniRef50_Q9PH08, UniRef:UniRef90_Q8PGR0
cluster_001_consensus	cds	4102274	4102699	+	FAFAHP_17550	holC	DNA polymerase III subunit chi	COG:COG2927, COG:L, RefSeq:WP_039516222.1, SO:0001217, UniParc:UPI0003E06D32, UniRef:UniRef100_W4SLW6, UniRef:UniRef50_A0A0S2DM15, UniRef:UniRef90_A0A0A6TJ87
cluster_001_consensus	cds	4102808	4105717	+	FAFAHP_17555	valS	valine--tRNA ligase	EC:6.1.1.9, GO:0002161, GO:0004832, GO:0005524, GO:0005737, GO:0006438, RefSeq:WP_043087228.1, SO:0001217, UniParc:UPI0003E06DD8, UniRef:UniRef100_A0A5P3KNW4, UniRef:UniRef50_Q9PH12, UniRef:UniRef90_Q8PGQ7
cluster_001_consensus	cds	4105811	4106494	-	FAFAHP_17560		Amb-all domain-containing protein	SO:0001217, UniRef:UniRef50_W4SNI0, UniRef:UniRef90_W4SNI0
cluster_001_consensus	cds	4106440	4106730	-	FAFAHP_17565		Amb-all domain-containing protein	SO:0001217, UniParc:UPI0003E0643E, UniRef:UniRef100_W4SLR3, UniRef:UniRef50_W4SLR3, UniRef:UniRef90_W4SLR3
cluster_001_consensus	cds	4107735	4108217	-	FAFAHP_17570	rimI	ribosomal protein S18-alanine N-acetyltransferase	COG:COG0456, COG:J, RefSeq:WP_039516223.1, SO:0001217, UniParc:UPI0003E07A47, UniRef:UniRef100_W4SLX0, UniRef:UniRef50_A0A0M0N8X8, UniRef:UniRef90_A0A098PZL3
cluster_001_consensus	cds	4108214	4108651	-	FAFAHP_17575		Alanine acetyltransferase	RefSeq:WP_043087225.1, SO:0001217, UniParc:UPI0005B9DEB2, UniRef:UniRef100_A0A5P3KP44, UniRef:UniRef50_A0A0R0BI08, UniRef:UniRef90_A0A5P3KP44
cluster_001_consensus	cds	4108648	4109412	-	FAFAHP_17580	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	COG:COG1183, COG:I, EC:2.7.8.8, KEGG:K17103, SO:0001217, UniParc:UPI0003AB015C, UniRef:UniRef100_A0A0E3UER9, UniRef:UniRef50_M5CUF4, UniRef:UniRef90_A0A1Y6H4L2
cluster_001_consensus	cds	4109553	4109954	+	FAFAHP_17585		DUF4124 domain-containing protein	RefSeq:WP_039516234.1, SO:0001217, UniParc:UPI0003E0861C, UniRef:UniRef100_W4S9X3, UniRef:UniRef50_A0A0R0AFB0, UniRef:UniRef90_V7ZGV6
cluster_001_consensus	cds	4110020	4111741	+	FAFAHP_17590	proS	proline--tRNA ligase	COG:COG0442, COG:J, EC:6.1.1.15, GO:0002161, GO:0004827, GO:0005524, GO:0005737, GO:0006433, SO:0001217, UniParc:UPI0003E085D5, UniRef:UniRef100_W4SFD7, UniRef:UniRef50_Q8PGP9, UniRef:UniRef90_Q8PGP9
cluster_001_consensus	cds	4111886	4112338	+	FAFAHP_17595	hns	DNA-binding protein H-NS	COG:COG2916, COG:K, RefSeq:WP_039516239.1, SO:0001217, UniParc:UPI0003E06D07, UniRef:UniRef100_W4SDI0, UniRef:UniRef50_A0A8D6VIZ4, UniRef:UniRef90_A0A8D6VIZ4
cluster_001_consensus	cds	4112400	4113659	-	FAFAHP_17600	yjjB	DUF3815 domain-containing protein	COG:COG3610, COG:S, RefSeq:WP_016903960.1, SO:0001217, UniParc:UPI0002DEE235, UniRef:UniRef100_W4SDR7, UniRef:UniRef50_D2UFJ8, UniRef:UniRef90_Q5H4Q9
cluster_001_consensus	cds	4113826	4114938	+	FAFAHP_17605	mlaE	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	COG:COG0767, COG:M, RefSeq:WP_039516243.1, SO:0001217, UniParc:UPI0003E07A2D, UniRef:UniRef100_W4SE24, UniRef:UniRef50_A0A0U5HTC5, UniRef:UniRef90_Q5H4R0
cluster_001_consensus	cds	4115024	4115866	+	FAFAHP_17610	mlaF	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	COG:COG1127, COG:M, RefSeq:WP_016903958.1, SO:0001217, UniParc:UPI0002F2530D, UniRef:UniRef100_A0A2N7V1D1, UniRef:UniRef50_A0A8J3GJX7, UniRef:UniRef90_V7ZGV0
cluster_001_consensus	cds	4115869	4116795	+	FAFAHP_17615	mlaD	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	COG:COG1463, COG:M, RefSeq:WP_011035876.1, SO:0001217, UniParc:UPI00000D8AA0, UniRef:UniRef100_A0A2S6YCP5, UniRef:UniRef50_A0A091AYA4, UniRef:UniRef90_A0A1Y6GS83
cluster_001_consensus	cds	4116792	4117436	+	FAFAHP_17620		ABC-type putative transport system, auxiliary component	COG:COG3218, COG:R, RefSeq:WP_039516246.1, SO:0001217, UniParc:UPI0003E0775B, UniRef:UniRef100_W4SDI3, UniRef:UniRef50_A0A0H2XB28, UniRef:UniRef90_A0A0H2XB28
cluster_001_consensus	cds	4117905	4118504	-	FAFAHP_17625		DNA methylase	RefSeq:WP_039512491.1, SO:0001217, UniParc:UPI0003E07203, UniRef:UniRef100_A0A5P3KP34, UniRef:UniRef50_A0A0K2ZDR5, UniRef:UniRef90_A0A0E3UEW7
cluster_001_consensus	cds	4118632	4120281	+	FAFAHP_17630		Electron transfer flavoprotein-ubiquinone oxidoreductase	EC:1.5.5.1, KEGG:K00311, RefSeq:WP_016903954.1, SO:0001217, UniParc:UPI0002F68DAA, UniRef:UniRef100_W4SHE8, UniRef:UniRef50_Q5H4R5, UniRef:UniRef90_Q5H4R5
cluster_001_consensus	cds	4120299	4122365	+	FAFAHP_17635		Lipopolysaccharide biosynthesis protein	RefSeq:WP_052152659.1, SO:0001217, UniParc:UPI00068C22DD, UniRef:UniRef100_A0A5P3KNB8, UniRef:UniRef50_P0C7J1, UniRef:UniRef90_A0A2S7CN71
cluster_001_consensus	cds	4122391	4123032	-	FAFAHP_17640	lpsJ	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	COG:COG2057, COG:I, EC:2.8.3.5, GO:0008260, GO:0008410, GO:0008775, GO:0009103, RefSeq:WP_043087337.1, SO:0001217, UniParc:UPI0003E07E50, UniRef:UniRef100_W4SG59, UniRef:UniRef50_P0C7I8, UniRef:UniRef90_P0C7I8
cluster_001_consensus	cds	4123032	4123763	-	FAFAHP_17645	atoD	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	COG:COG1788, COG:I, RefSeq:WP_043087335.1, SO:0001217, UniParc:UPI0003E07960, UniRef:UniRef100_W4SGB9, UniRef:UniRef50_B2GLD6, UniRef:UniRef90_A0A0U5FMT2
cluster_001_consensus	cds	4123898	4125244	+	FAFAHP_17650	xanA	Phosphohexose mutases	COG:COG1109, COG:G, GO:0000287, GO:0004614, GO:0004615, GO:0009103, GO:0009298, RefSeq:WP_043087333.1, SO:0001217, UniParc:UPI0003E0807B, UniRef:UniRef100_W4SGT2, UniRef:UniRef50_B0RVK5, UniRef:UniRef90_B0RVK5
cluster_001_consensus	cds	4125293	4126696	+	FAFAHP_17655	xanB	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	COG:COG0836, COG:M, GO:0004475, GO:0004476, GO:0005525, GO:0009103, GO:0009298, RefSeq:WP_043087332.1, SO:0001217, UniParc:UPI000461AFD1, UniRef:UniRef100_A0A5P3KN25, UniRef:UniRef50_P24174, UniRef:UniRef90_B0RVK6
cluster_001_consensus	cds	4126812	4127720	-	FAFAHP_17660	rfbD	dTDP-4-dehydrorhamnose reductase	COG:COG1091, COG:M, RefSeq:WP_039513605.1, SO:0001217, UniParc:UPI0003E0862D, UniRef:UniRef100_W4SG65, UniRef:UniRef50_B2FMQ0, UniRef:UniRef90_A0A7G9KSI7
cluster_001_consensus	cds	4127717	4128274	-	FAFAHP_17665	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	COG:COG1898, COG:M, RefSeq:WP_016903935.1, SO:0001217, UniParc:UPI0003085E76, UniRef:UniRef100_A0A0E3YP20, UniRef:UniRef50_A0A7Y2XRP9, UniRef:UniRef90_A0A0K0GQ04
cluster_001_consensus	cds	4128271	4129158	-	FAFAHP_17670	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	COG:COG1209, COG:M, EC:2.7.7.24, GO:0008879, GO:0009243, GO:0019305, GO:0045226, GO:0046872, KEGG:K00973, RefSeq:WP_039513609.1, SO:0001217, UniParc:UPI0003E06466, UniRef:UniRef100_W4S4E1, UniRef:UniRef50_B0RVK9, UniRef:UniRef90_B0RVK9
cluster_001_consensus	cds	4129222	4130277	-	FAFAHP_17675	rfbB	dTDP-glucose 4,6-dehydratase	COG:COG1088, COG:M, EC:4.2.1.46, GO:0008460, GO:0009103, GO:0009243, GO:0019305, GO:0045226, RefSeq:WP_039513612.1, SO:0001217, UniParc:UPI0003E07386, UniRef:UniRef100_W4SHF6, UniRef:UniRef50_P0C7J0, UniRef:UniRef90_P0C7J0
cluster_001_consensus	cds	4130507	4131253	+	FAFAHP_17680	fixA	Electron transfer flavoprotein, alpha and beta subunits	COG:C, COG:COG2086, KEGG:K03521, RefSeq:WP_039513615.1, SO:0001217, UniParc:UPI0003E06305, UniRef:UniRef100_W4SI04, UniRef:UniRef50_P53575, UniRef:UniRef90_G7TGZ6
cluster_001_consensus	cds	4131253	4132197	+	FAFAHP_17685	fixB	Electron transfer flavoprotein, alpha subunit FixB	COG:C, COG:COG2025, RefSeq:WP_039513617.1, SO:0001217, UniParc:UPI0003E081D0, UniRef:UniRef100_W4SG70, UniRef:UniRef50_G3R0Y6, UniRef:UniRef90_A0A0K0GQ36
cluster_001_consensus	cds	4132213	4133199	+	FAFAHP_17690		Flippase-like domain-containing protein	RefSeq:WP_043087330.1, SO:0001217, UniParc:UPI0003E0804D, UniRef:UniRef100_A0A5P3KRH2, UniRef:UniRef50_A0A1V9H5R8, UniRef:UniRef90_A0A1C3NFS4
cluster_001_consensus	cds	4133246	4134691	+	FAFAHP_17695	ubiA	UbiA family prenyltransferase	SO:0001217, UniParc:UPI0003E0818B, UniRef:UniRef100_W4SHG0, UniRef:UniRef50_M4TYE5, UniRef:UniRef90_M4TYE5
cluster_001_consensus	cds	4134691	4135992	+	FAFAHP_17700		Decaprenylphosphoryl-beta-D-ribose oxidase	RefSeq:WP_039513621.1, SO:0001217, UniParc:UPI0003E07E94, UniRef:UniRef100_W4SI09, UniRef:UniRef50_S2KJ56, UniRef:UniRef90_A0A2S7CNA7
cluster_001_consensus	cds	4135995	4136723	+	FAFAHP_17705		SDR family oxidoreductase	RefSeq:WP_039513623.1, SO:0001217, UniParc:UPI0003E07BA0, UniRef:UniRef100_W4SG75, UniRef:UniRef50_A0A1H6SY77, UniRef:UniRef90_A0A7W6PIX3
